patient_id,radio_dim_0,radio_dim_1,radio_dim_2,radio_dim_3,radio_dim_4,radio_dim_5,radio_dim_6,radio_dim_7,radio_dim_8,radio_dim_9,radio_dim_10,radio_dim_11,radio_dim_12,radio_dim_13,radio_dim_14,radio_dim_15,radio_dim_16,radio_dim_17,radio_dim_18,radio_dim_19,radio_dim_20,radio_dim_21,radio_dim_22,radio_dim_23,radio_dim_24,radio_dim_25,radio_dim_26,radio_dim_27,radio_dim_28,radio_dim_29,radio_dim_30,radio_dim_31,radio_dim_32,radio_dim_33,radio_dim_34,radio_dim_35,radio_dim_36,radio_dim_37,radio_dim_38,radio_dim_39,radio_dim_40,radio_dim_41,radio_dim_42,radio_dim_43,radio_dim_44,radio_dim_45,radio_dim_46,radio_dim_47,radio_dim_48,radio_dim_49,radio_dim_50,radio_dim_51,radio_dim_52,radio_dim_53,radio_dim_54,radio_dim_55,radio_dim_56,radio_dim_57,radio_dim_58,radio_dim_59,radio_dim_60,radio_dim_61,radio_dim_62,radio_dim_63,radio_dim_64,radio_dim_65,radio_dim_66,radio_dim_67,radio_dim_68,radio_dim_69,radio_dim_70,radio_dim_71,radio_dim_72,radio_dim_73,radio_dim_74,radio_dim_75,radio_dim_76,radio_dim_77,radio_dim_78,radio_dim_79,radio_dim_80,radio_dim_81,radio_dim_82,radio_dim_83,radio_dim_84,radio_dim_85,radio_dim_86,radio_dim_87,radio_dim_88,radio_dim_89,radio_dim_90,radio_dim_91,radio_dim_92,radio_dim_93,radio_dim_94,radio_dim_95,radio_dim_96,radio_dim_97,radio_dim_98,radio_dim_99,radio_dim_100,radio_dim_101,radio_dim_102,radio_dim_103,radio_dim_104,radio_dim_105,radio_dim_106,radio_dim_107,radio_dim_108,radio_dim_109,radio_dim_110,radio_dim_111,radio_dim_112,radio_dim_113,radio_dim_114,radio_dim_115,radio_dim_116,radio_dim_117,radio_dim_118,radio_dim_119,radio_dim_120,radio_dim_121,radio_dim_122,radio_dim_123,radio_dim_124,radio_dim_125,radio_dim_126,radio_dim_127
LUNG1-211,0.098231085,0.10411727,-0.054018363,-0.019555867,0.1639639,-0.1141682,0.034237012,-0.23237082,0.08460948,0.24232757,0.1364328,-0.09722678,-0.28951108,-0.047627106,0.03913551,-0.11417024,-0.102009,-0.058697306,0.11287888,0.037961453,0.05037087,0.2201575,0.19357437,0.09079981,0.14876594,0.10617262,-0.052718572,-0.11491961,-0.04396847,0.14091553,-0.101337604,-0.08846751,0.13335168,0.13094369,0.018007234,-0.07067012,0.021304842,0.0059389714,0.017737918,0.121296905,-0.25553417,-0.13947569,-0.0058521517,0.025983833,-0.01275539,-0.09121245,-0.049666964,0.21799865,-0.01754921,0.23498467,0.02951391,-0.061730526,0.068303704,-0.22177888,-0.027445143,0.10862756,0.1404413,0.014000941,0.010791622,0.12265766,-0.0019203357,-0.08773839,0.055913366,-0.041252434,0.17862543,0.034384724,0.0009964518,0.050880313,-0.08685963,0.17099243,-0.040521346,0.13406469,0.043866705,0.08074209,-0.054765336,-0.15345004,-0.0017872043,-0.10582747,0.17005134,-0.09004087,-0.036192186,0.16927585,0.092577055,0.03733157,0.17907688,-0.27797616,-0.13754755,0.041811533,0.16455373,-0.2251066,0.12131404,0.018941317,0.022124883,-0.11837133,0.027041161,0.018172927,-0.100341424,-0.088784136,0.15059544,0.113985404,0.0400652,-0.13333173,-0.027708992,0.12914103,0.18922114,-0.052452996,0.094661616,-0.079872414,-0.2853529,0.13028891,-0.069656774,-0.046709508,0.045574278,0.19271764,0.0032603107,-0.13692172,-0.09805468,0.041343875,-0.047425404,0.10011701,-0.06848666,0.11220917,-0.073445804,0.12859744,0.021315187,-0.054408804,0.1388042,-0.10295896
LUNG1-212,0.05030501,-0.037114687,-0.033887092,0.020108636,0.14189808,-0.13487813,0.080556266,-0.109046474,0.12206961,0.10056456,0.15644407,0.0015586838,-0.22949147,-0.028757453,-0.10993816,-0.019735971,-0.014080785,-0.05730421,0.05537367,-0.047105327,-0.042210646,0.13223046,0.06744315,0.07039345,0.07051513,0.1424366,0.014120109,-0.0881749,-0.066333726,0.04786939,0.014274277,-0.11091317,0.058360018,0.0161944,0.04632332,-0.02888596,0.048187267,0.059918314,0.023958843,0.053626318,-0.10061544,-0.03420056,0.0072062947,0.072817534,-0.013203438,-0.106951945,-0.014759649,0.22147933,-0.065609135,0.00095136464,0.12122181,0.008889936,0.12360413,-0.16085653,-0.011618372,-0.015023474,0.149333,-0.015169047,-0.04810013,0.06486979,-0.038944684,-0.12833172,-0.03157498,-0.094917186,0.03853772,-0.017375886,0.018616032,0.046983797,-0.06682867,0.15086466,-0.10235889,0.18150224,0.08957267,0.07329933,0.031080613,-0.020089827,0.04972587,-0.0038228733,0.064720966,-0.07748262,0.070509695,0.15426552,-0.022689417,0.059804548,0.07654866,-0.169765,-0.019064583,-0.057001702,0.10005384,-0.2587756,0.10740796,0.15475652,0.090292595,-0.08142453,0.1395954,-0.08936018,-0.046643965,-0.008055357,0.016671486,0.0928532,-0.0012204675,-0.0131125115,-0.037898168,0.11504991,0.10956905,-0.027679823,0.16225287,-0.040442485,-0.17556193,0.09782032,-0.08271926,-0.07840949,0.03916277,0.15442505,0.094553694,-0.034600995,-0.07461029,0.013106048,0.005965233,0.13127196,0.015382018,-0.0029946268,-0.14076106,-0.049031783,-0.04146002,0.029704131,0.1647686,-0.05418426
LUNG1-213,0.100580454,0.08635766,-0.06212242,-0.055426612,0.15941584,-0.1233883,0.028183572,-0.20437819,0.086802326,0.19863355,0.1455029,-0.09913041,-0.28652734,-0.03696619,0.006126292,-0.15469024,-0.10614809,-0.04432318,0.14320715,0.061777845,0.015160736,0.22374961,0.18940529,0.09029318,0.13820738,0.10146354,-0.066928536,-0.089396425,-0.063447,0.14900294,-0.110872746,-0.05872785,0.14568628,0.09834117,0.019796722,-0.05562284,0.027786884,0.018737273,-0.00034264103,0.10802142,-0.21979593,-0.12480955,0.025673054,-0.0038142372,0.03853225,-0.08243394,-0.03593824,0.22308663,-0.007957071,0.23095852,0.028396558,-0.061399624,0.07387248,-0.20168379,-0.021752667,0.0944719,0.13328382,0.010264557,0.006988447,0.10182221,0.044361603,-0.069478974,0.030119883,-0.03414154,0.1563518,0.057384294,0.032025658,0.031843815,-0.11400762,0.13879067,-0.07102899,0.10386387,0.053332847,0.0888984,-0.0055081323,-0.12061076,0.015756896,-0.06928775,0.14724678,-0.12414401,-0.009604178,0.17999922,0.08312449,0.077613816,0.15801153,-0.2482828,-0.10476711,0.027730245,0.11655537,-0.21640024,0.14674032,0.045622807,0.017430902,-0.10485801,0.029203057,-0.0069233314,-0.10920364,-0.07743845,0.13920996,0.10059428,0.011107044,-0.12453382,-0.015424885,0.14958858,0.15096265,-0.025033802,0.08536401,-0.0944529,-0.26518172,0.15111615,-0.030962378,-0.058914278,0.06322176,0.19041333,-0.025437396,-0.1211746,-0.09437128,0.05675103,-0.024620272,0.12509902,-0.058098897,0.10570316,-0.07327479,0.12704936,-0.0073532816,-0.049135,0.11735982,-0.06978548
LUNG1-214,0.057275005,0.021649143,-0.041794434,-0.05508457,0.1304793,-0.10108358,0.07606819,-0.1333017,0.065073125,0.062589586,0.12672812,0.0005753413,-0.1907254,-0.036248006,-0.099883184,-0.09632201,0.043081053,-0.06452402,0.09481136,-0.07417762,-0.054512344,0.060054265,0.00798152,0.03582687,0.09124665,0.106333405,-0.065517396,-0.09567798,-0.005907677,0.06004286,-0.00024309661,-0.06029305,0.057965092,0.0135511495,0.09623775,-0.08948975,0.08802138,0.04389918,0.035079677,-0.016379185,-0.08527304,0.002018202,-0.03789898,0.020478722,-0.013265427,-0.008749819,-0.042248756,0.19897234,-0.103799574,0.10019384,0.09105641,0.026804699,0.1451408,-0.14274523,-0.07383669,-0.009678185,0.19410932,-0.0073592477,-0.051694203,0.09840127,-0.038540177,-0.027571715,0.009656342,-0.13668323,0.06319548,-0.0016791448,0.037212875,0.049425486,-0.10555369,0.15942001,-0.10872702,0.11586307,0.09742214,0.05491029,0.022669718,-0.015691802,0.030862266,0.0070907334,0.023986908,-0.058576923,0.050564744,0.20370916,0.010897301,0.08949277,0.123386584,-0.19965434,-0.022219859,-0.039688997,0.055025585,-0.18690741,0.11071202,0.17835808,0.08232145,-0.14925659,0.093005806,-0.03906716,-0.014118865,-0.032033414,0.028175129,0.010389142,-0.041474402,-0.027043225,-0.050315917,0.11712749,0.041470733,-0.022733394,0.08094074,-0.055534817,-0.19743042,0.08573443,-0.03924775,-0.05915091,0.019360995,0.17647085,0.031346153,-0.08161646,0.005113881,0.090908006,0.115505196,0.13481908,0.0055412613,0.021622255,-0.17231347,-0.003133634,-0.06335765,0.040255062,0.08685815,0.031823635
LUNG1-215,0.01677655,0.086283,-0.05713708,-0.05788175,0.104738764,-0.03221976,0.011221081,-0.1831829,0.043220356,0.15396601,0.015461579,-0.023272984,-0.16049369,0.0044977143,-0.00406716,-0.018010812,0.000779544,0.06752229,0.10113111,-0.039944567,-0.021846611,0.16920568,0.096404076,0.025871567,0.08159546,0.07073513,-0.123338565,-0.025284544,-0.060265683,0.024651196,-0.10164043,-0.08624444,0.12507886,0.14359498,-0.02312648,-0.052423924,0.01213121,-0.031075615,0.0573659,0.014299957,-0.1071225,-0.08440433,-0.04339306,0.01495805,-0.0063428544,0.02502583,-0.058544062,0.18471032,-0.07824325,0.100379124,-0.009108886,0.017582765,0.11868386,-0.13724121,-0.026283277,-0.022225939,0.08776452,-0.015159242,-0.10039437,0.09162354,-0.047138095,-0.06266558,0.031209446,-0.044305872,0.06635955,0.07870051,0.046625733,0.08020525,-0.074051745,0.16632417,-0.033226065,0.11714696,0.01883142,0.055306174,0.008274198,-0.111613974,-0.024491131,-0.0023098015,0.077584915,0.030475348,0.03323036,0.0462781,-0.0497924,0.064992875,0.07369102,-0.14337586,-0.16589776,-0.01647942,0.1290939,-0.15593927,0.13996565,-0.025813933,0.02775364,-0.13771757,0.038619544,-0.06001511,-0.021264737,-0.037140653,0.018178754,0.15714452,-0.010711454,-0.03124173,0.061680935,0.06395807,0.10199645,-0.0060836095,0.049285643,-0.0679328,-0.103695475,0.10658431,-0.13025267,-0.03491244,0.030988825,0.10571396,-0.008238552,-0.03839088,-0.07660766,0.05770684,0.05302466,0.12204221,0.02509983,-0.06485152,-0.03141418,0.09393481,0.013538167,0.0149614215,0.12240183,-0.2479311
LUNG1-216,0.17045411,-0.0138076395,0.045261938,-0.27945155,0.21135588,-0.12566903,-0.097325034,-0.106975734,0.257569,0.48286238,0.3409855,0.29722625,-0.36931875,-0.013277397,-0.13007218,-0.07179575,-0.22453964,-0.023063686,0.14187814,-0.09063114,-0.096139655,0.4533504,0.2397798,0.04365147,-0.035566606,0.22276556,-0.36264047,-0.263117,-0.057870347,0.15606213,0.0606685,-0.13109767,0.1403814,0.2788999,0.13933307,-0.34060276,0.11490749,0.12467839,0.30338788,0.0788596,-0.26584232,0.27540845,-0.09737,0.19322258,0.10800076,-0.32879153,-0.14858995,0.40651298,-0.07065297,0.1737755,0.120517045,-0.056226224,0.24052358,-0.14617452,-0.09477319,-0.0038083047,0.43968958,-0.12599277,0.26604232,-0.061284028,-0.37207216,-0.20299196,-0.1985348,0.06551666,0.0972181,0.1035596,-0.07309258,0.14109904,-0.48912916,0.51629806,-0.024133071,0.2740046,0.22849183,0.16615787,0.045270685,-0.37201533,0.22051713,-0.009183219,0.09741517,0.048808627,-0.037854493,0.48718882,-0.060868368,0.11770551,0.2780592,-0.26698315,-0.03434276,-0.17644149,-0.040516905,-0.30289266,0.029348243,0.16613612,-0.17174017,-0.004006855,-0.111824885,-0.13632286,0.06708394,-0.07287204,0.25861895,0.26851475,-0.23335765,-0.14225373,-0.14383027,-0.07546949,0.15912807,0.11382755,-0.19559056,-0.0970761,-0.07898394,0.32682678,0.017273404,-0.14003739,0.10444525,0.22933924,-0.05864454,-0.123373546,-0.32602525,0.21300933,0.11760823,0.12664825,0.19511965,0.21882701,-0.022150915,-0.12754908,0.04860682,-0.02574297,0.088991925,0.05636985
LUNG1-217,-0.018856224,0.053082854,-0.06457209,0.035516813,0.104275234,-0.06218197,-0.032478876,-0.21260774,0.015452975,0.14290869,0.06486015,-0.008946843,-0.1216657,0.0068908893,-0.0445906,0.039099887,0.004134627,-0.035175003,0.006443592,-0.10288504,-0.097216845,0.069001034,0.12250344,0.0373503,0.036466613,0.05199565,-0.053520195,-0.048703164,-0.08517113,0.047625177,-0.020824559,-0.12472983,0.11760919,0.12786102,0.031443805,-0.017278045,-0.037806995,-0.020320758,0.0014022309,0.0066723274,-0.1784034,-0.02346122,-0.041914042,0.046870813,-0.03628414,-0.06397711,0.011767333,0.10144947,-0.11992628,0.078473896,0.04209569,0.042832162,0.10435766,-0.11731574,0.03383996,-0.02523727,0.090901054,-0.04760212,-0.06183812,0.11168392,-0.10290368,-0.0062599853,-0.0056903586,-0.1077921,0.04711051,-0.025137447,-0.00267094,0.15932207,-0.058753602,0.15845034,-0.075303756,0.17897755,0.019196477,0.10341088,0.04054388,-0.11168085,-0.065290555,-0.036333196,0.043853477,0.026131496,-0.0051455647,0.06681569,0.014459826,0.00018145144,0.10006047,-0.1078473,-0.13097626,-0.00078372844,0.113409646,-0.146965,0.0985325,0.02264363,0.07410474,-0.10741037,0.028758232,-0.076624975,0.037547294,-0.03240464,0.013275784,0.05240927,0.027675591,-0.053897552,-0.0041530207,0.030866086,0.0897151,-0.09630228,0.07045448,-0.052700326,-0.08806466,0.025293395,-0.1518188,-0.06834632,0.004679773,0.07170896,0.06403084,-0.106884785,-0.040713686,0.074037045,0.035211142,0.043827783,0.03196058,-0.023072612,-0.09857896,-0.026994271,-0.013355367,0.076303706,0.09022921,-0.15803525
LUNG1-218,0.029375285,0.15931821,-0.08759337,-0.007779479,0.13310948,-0.06577934,0.00076687336,-0.2523116,0.024780395,0.19704732,0.03485309,-0.032017805,-0.1889292,-0.00250962,0.014292613,-0.007005548,0.00976702,0.011986064,0.033984955,-0.06649548,-0.06773637,0.13436738,0.15773234,0.043072127,0.037808508,0.027955776,-0.10297869,-0.13532123,-0.049080044,0.06751473,-0.07857478,-0.1027472,0.15390551,0.18446034,0.029713087,-0.022346303,-0.053979963,-0.00012660213,-0.024776725,-0.017908871,-0.20604002,-0.04862243,-0.028480208,0.03691181,-0.024138026,-0.056769665,-0.012408905,0.10084225,-0.057164177,0.121601075,-0.019110553,0.007691007,0.08553297,-0.115411334,-0.03853727,0.04408505,0.07923941,-0.0079721995,-0.023990486,0.13366905,-0.09001082,0.029841125,-0.03569046,-0.07946719,0.097810835,0.033311002,0.009819761,0.13487694,-0.086087175,0.13986537,-0.045232154,0.16582291,0.032966916,0.07148734,0.012428027,-0.1907546,-0.045133736,-0.037975866,0.09836391,0.0012341253,-0.01575134,0.037134305,0.014733374,0.056167103,0.08375515,-0.1443763,-0.19558863,-0.007941173,0.13135473,-0.16025287,0.0864125,-0.041260414,0.052581523,-0.12898503,0.01575903,-0.012119556,-0.015420217,-0.06785102,0.07342575,0.04304394,0.040697154,-0.06751339,0.03344523,0.048449244,0.09025833,-0.05549448,0.06653683,-0.05827211,-0.15179263,0.024639316,-0.15515122,-0.036853015,-0.031561047,0.14856297,0.00269337,-0.086674586,-0.08660516,0.09060283,0.019236019,0.046862952,-0.04327268,0.0035967082,-0.034314785,0.0264779,0.043792076,0.049404263,0.079286665,-0.1916261
LUNG1-219,0.21506849,0.19912955,-0.26019534,-0.17593893,0.041155186,-0.038982023,-0.27794448,-0.25102112,-0.16489595,0.19226223,-0.040811107,-0.058767155,-0.18966714,-0.17524272,-0.16592172,-0.0776478,0.13993123,-0.1519323,0.08561719,-0.12630957,-0.29217535,0.20218065,0.24676704,-0.054444037,0.036934078,0.00024730712,-0.31259555,-0.20839375,-0.052852307,0.09675181,-0.12713578,-0.07219534,0.13005623,0.20204043,-0.19840474,-0.0643386,-0.21098565,-0.044642903,0.15493771,-0.06700219,-0.059692897,0.08811588,0.010552444,0.11336885,0.19003063,-0.13451377,-0.059692092,0.121403456,-0.022434182,0.034261394,-0.07183956,-0.062330134,0.04844067,0.08647518,-0.06442754,0.04356184,0.20084298,0.022606231,0.16637656,0.022527196,-0.15574184,0.12642373,-0.3691172,-0.11665962,0.14990604,0.042954944,0.012491714,0.463367,-0.1359151,0.15144132,-0.13987833,0.29429212,0.1583758,0.056802567,0.21588248,-0.04387032,-0.06728517,0.062214285,0.085878104,0.14827418,-0.13234326,0.1366922,0.043684795,-0.024517544,0.15393057,-0.24541934,-0.2709893,-0.04281041,-0.018396728,-0.079791985,0.102921724,-0.17879415,-0.1655043,-0.19311963,-0.23536383,-0.14294896,0.18808216,-0.051482353,0.08716144,0.09966171,0.050801795,-0.30084878,0.2181946,-0.031820163,0.09460426,-0.01830862,-0.13498828,-0.11113992,-0.026480693,0.08868977,-0.20650135,-0.0705281,-0.09831967,0.2517764,-0.047692426,-0.35264915,-0.069541484,0.037125185,0.060645554,-0.0024307705,0.07332454,0.040890217,-0.008766457,0.013005927,0.04473544,0.0047273636,0.057823658,-0.10987347
LUNG1-220,-0.03420966,0.0013123378,0.010253746,0.032244574,0.04209702,-0.006951157,0.007950313,-0.16895251,0.04257251,0.10835108,0.06878178,-0.027641542,-0.18318006,-0.018709406,-0.06570246,-0.008413063,-0.06814669,-0.012185162,0.09282258,-0.0100757405,-0.005625494,0.09659492,0.08959097,0.07635635,0.09390567,0.059494242,-0.0012600869,-0.03185235,-0.038178816,0.1098627,-0.0067708236,-0.123269126,0.083951846,0.081566125,0.010256015,-0.03188338,0.0038307533,0.01610982,0.03830905,0.030567259,-0.12970132,-0.09072797,-0.04386667,-0.0005235784,-0.026564296,-0.046882395,-0.023040704,0.16353245,-0.106762104,0.12703745,0.09060183,0.022484956,0.0956305,-0.12617253,0.027555179,-0.01335182,0.090084806,-0.009371594,-0.03844907,0.093719766,-0.044059888,-0.030822113,-0.0034691575,-0.10803245,0.064856246,0.006256582,-0.024081677,0.05311911,-0.041616753,0.09639841,-0.09718919,0.12563235,-0.006665271,0.014199691,0.0028033443,-0.058102913,0.04497319,-0.043020863,0.09806834,-0.034267798,0.0028117187,0.08582695,-0.04057058,0.041758865,0.11357144,-0.109788835,-0.060388565,0.016322076,0.12833597,-0.20607324,0.11057577,0.027770054,0.04763314,-0.10970471,0.058684863,-0.028305799,0.0042783897,0.0042701084,0.06700607,0.09472976,0.05109427,-0.094670534,-0.0066661574,0.091764875,0.1535883,-0.023768099,0.10924679,-0.056058567,-0.14433107,0.16409504,-0.0802796,-0.08879816,0.022015164,0.089045614,0.05264265,-0.057777,-0.0783607,0.07829868,-0.018272504,0.100923285,-0.0073871315,0.017635815,-0.09525719,-0.0036498439,-0.078712225,0.039688833,0.12473432,-0.055976238
LUNG1-221,0.05483029,0.009374978,0.030650854,0.006875314,0.091898695,-0.033865925,-0.01960317,-0.21482185,0.016534442,0.23662865,0.080554925,0.06379004,-0.32929876,-0.13458866,-0.06902134,-0.015747525,-0.05639267,0.044861414,0.05018942,0.0030682757,-0.017960785,0.17600378,0.104063496,-0.022746447,0.0795591,0.0689175,-0.011320602,-0.07159025,-0.035762873,0.057740077,-0.06827977,-0.14487806,0.11265145,0.12244575,-0.049952,-0.008143526,-0.051647127,-0.14118114,0.02154104,0.109501146,-0.14280996,-0.1826177,-0.057302788,-0.0030761957,0.061612606,-0.0617174,-0.028049488,0.26729304,-0.109244436,0.08480794,0.069235906,0.011655763,0.10855824,-0.11371522,-0.011134645,0.05714427,0.09986682,0.08357672,-0.039812587,0.12032555,-0.021792434,0.02886841,0.03928284,-0.08261458,0.13277555,0.044832923,-0.019262388,0.11601267,-0.089384586,0.25592214,-0.055980045,0.23443753,0.022218797,0.053581424,-0.06299606,-0.04138087,0.032705355,-0.06366844,0.20054695,0.0143747665,0.011917997,0.13173623,-0.034791455,-0.0024201572,0.17988533,-0.25050056,-0.11100663,-0.0027584871,0.17571618,-0.29834622,0.21991321,0.041192528,0.02187163,-0.1220645,0.06379272,-0.16198224,0.035285678,-0.03886612,0.12206913,0.16429344,0.04342373,-0.06654401,-0.022894174,0.12287763,0.22839898,-0.017434902,0.06616021,-0.023378905,-0.16913414,0.2104741,-0.17848143,-0.032459397,0.1157546,0.08550511,0.13683932,-0.055381145,-0.064458564,0.10453193,-0.08707006,0.13724901,0.03204096,0.037567228,-0.0008728802,0.03398577,0.04809328,0.0012023598,0.16312647,-0.18270606
LUNG1-222,0.13986939,0.03148062,-0.018633787,-0.17078152,0.27087906,-0.13727629,-0.05538983,-0.20503,0.033641934,0.05864894,-0.067874685,-0.06420505,-0.19727522,-0.03000433,-0.20973971,0.09049392,-0.03150241,-0.11728534,-0.040647693,-0.046871282,-0.07034467,0.1598209,0.3165369,-0.05774259,0.090696394,0.07309392,-0.4030998,-0.16389567,-0.09815349,0.2788468,0.11724135,-0.026700787,0.12982558,0.095264345,0.099669576,-0.08086268,-0.08977821,0.08568363,0.15369016,0.023697708,-0.10645977,-0.033825636,0.09216864,0.14168233,0.07677404,-0.08992416,-0.15706433,0.13068381,0.013664447,0.20954725,-0.19634312,0.1213198,0.17262256,-0.16052248,-0.11159131,0.018862985,0.2194596,0.19209275,0.18355198,-0.044462793,-0.050746508,-0.06366406,-0.081025384,-0.052557107,0.063653626,0.066867225,0.27624828,0.19710532,-0.3004516,0.11661945,-0.19305693,0.20618218,0.15979159,0.118576795,0.29086918,-0.062381424,0.03872343,0.0026406914,0.15909883,0.05868812,-0.08287083,0.3512805,0.07279654,0.07623162,0.09282879,-0.36910272,-0.1934698,-0.15004212,0.1647017,-0.39470413,0.2517747,-0.04780252,0.12470923,0.05613315,-0.07339813,-0.1269965,0.04652621,0.051323526,0.1885562,0.07188699,0.02798186,-0.08246459,0.005402118,0.05668014,-0.010554686,-0.029754022,-0.009583421,-0.09932779,-0.20391463,0.0959423,0.14013639,-0.013362709,0.041462645,0.09396329,0.10504116,-0.24238975,0.083889246,-0.0107271075,0.060234036,0.24628219,-0.035781115,-0.045581087,-0.1187982,0.029240362,-0.24158129,-0.08252355,0.032661844,-0.018914517
LUNG1-223,0.067271516,0.025515914,-0.019435333,-0.09103175,0.09321774,-0.046989195,0.0045965835,-0.13374583,0.069508374,0.13803214,0.0432723,-0.0012164861,-0.21854916,-0.05118476,-0.060012836,-0.039042365,0.0035339221,0.054115612,0.06135557,-0.002912648,-0.07347922,0.20420983,0.09111556,-0.015825976,0.023969281,0.089193255,-0.061023243,-0.014541015,-0.07234326,0.045167234,-0.04705692,-0.06886813,0.09402846,0.12689334,-0.021887446,-0.015211947,-0.051907495,-0.014954556,0.05803582,0.05821323,-0.11201522,-0.103374965,-0.060419362,0.0567645,0.032495838,-0.0084919995,-0.038205456,0.16101119,-0.06597116,0.07628789,0.061405018,0.068388574,0.106926784,-0.13473143,0.021977257,-0.015798181,0.095559925,0.014138423,-0.05198532,0.08816222,0.007433526,-0.026200462,-0.02614711,-0.08690283,0.068190925,0.045043387,0.021676412,0.102311276,-0.108844295,0.1898565,-0.0532353,0.14697486,0.033239257,0.032987546,0.028582023,-0.043838087,0.02567452,0.008276012,0.1020069,-0.034852855,0.015542883,0.15383247,-0.03240463,0.09151663,0.097764805,-0.146068,-0.12570702,-0.03446252,0.12389924,-0.21625845,0.1774315,0.038662713,0.011657856,-0.09548445,0.08505534,-0.09736589,0.012929816,-0.047020037,0.032624245,0.1276322,-0.03770357,-0.041531358,0.0065839496,0.074096575,0.12941134,0.049374834,0.061778177,-0.055255156,-0.1090851,0.1447996,-0.1223381,-0.050428245,0.05583199,0.094316304,0.08720543,-0.062202465,-0.06128436,0.08348584,0.005442908,0.104255214,0.019745125,-0.02983151,-0.055062324,0.045250323,0.0056689605,-0.009307742,0.116295926,-0.12735835
LUNG1-224,-0.021752711,0.087301284,-0.015692748,0.031094756,0.04927487,-0.0023618676,0.023580521,-0.1867275,-0.026434086,0.16337082,0.019045776,-0.025255866,-0.16227473,-0.034090266,-0.011358954,-0.009949341,-0.01015165,0.017427985,0.0027011726,-0.016221058,-0.05737914,0.07351982,0.090774596,0.031053724,0.08055768,0.020001628,-0.040949725,-0.06439694,-0.02293842,0.062023774,-0.033257283,-0.10905783,0.09170998,0.16071388,0.004479412,-0.0030184947,-0.07671401,0.00013445877,0.020685773,-0.0143951215,-0.1381768,-0.13258608,-0.040414818,-0.014292035,-0.033064585,-0.019312227,-0.03916207,0.10276854,-0.08363734,0.12330571,0.031711966,0.041455783,0.07918718,-0.10402611,-0.018978879,-0.028409388,0.08994331,-0.030961795,-0.051489204,0.11015412,-0.025185807,0.039130945,-0.031880144,-0.1280312,0.07811355,0.042818528,-0.026359573,0.0989608,-0.07165918,0.09257294,-0.042802256,0.13080513,-0.028659523,0.0071053524,-0.020928085,-0.092207454,0.0070114327,-0.0149948355,0.07715135,-0.022423672,-0.03051643,0.04502069,-0.005377464,0.06711218,0.096226975,-0.1307044,-0.114629515,-0.0060778586,0.12768373,-0.14452419,0.103258096,-0.031760246,0.055387825,-0.12237665,0.06346739,-0.023354074,0.012851736,-0.05890406,0.076315545,0.067971826,0.039728083,-0.05304889,0.0474279,0.05009129,0.12187298,-0.019437857,0.06668678,-0.100322604,-0.14153332,0.059058487,-0.13817127,-0.084948376,-0.0023222193,0.051972326,0.03437905,-0.07820554,-0.07884262,0.10523861,-0.0038121082,0.050384454,-0.0001709871,-0.025828142,-0.07352792,0.018504694,0.00033700094,0.05050612,0.053319894,-0.1595964
LUNG1-225,-0.0075991554,0.07612684,-0.050165314,-0.03339172,0.14805643,-0.06832462,0.010611311,-0.21568418,0.057239186,0.19960234,0.14282854,-0.014751561,-0.21561702,-0.05398296,-0.035742212,0.049640007,-0.06603101,-0.05483988,0.008599646,-0.093949765,-0.022652414,0.13328308,0.12708953,0.04623007,0.009453557,0.097254306,-0.14650276,-0.1549221,-0.046037853,0.06071263,-0.030569911,-0.08981524,0.20385084,0.16373205,0.026377894,-0.13782501,0.043472227,0.06988925,0.012998642,0.03482092,-0.16558453,0.025020584,-0.066297814,0.007828996,-0.01411975,-0.08519358,-0.075705476,0.17909414,0.009661481,0.12522338,0.031382434,0.021308528,0.117991865,-0.11144075,-0.009328537,0.017845415,0.12200765,-0.04662705,-0.007052116,0.10145825,-0.1039304,-0.00803493,-0.0041391947,-0.10472451,0.083532155,0.0079816785,0.051226415,0.0988584,-0.19354147,0.17881355,-0.07430761,0.12455486,0.047556255,0.065500066,0.032684777,-0.16711977,-0.068318054,-0.09314609,0.059208218,-0.017632838,-0.061621413,0.11918026,0.011172153,0.096210554,0.15752593,-0.13853647,-0.15497336,-0.007066178,0.08174955,-0.2736652,0.06464822,0.017944347,0.0010783747,-0.07668795,0.0056333207,0.007662614,0.050063178,-0.07150892,0.103455804,0.056180302,0.005224242,-0.013958618,-0.071884386,0.03320828,0.157918,-0.035459336,0.0455971,-0.03582949,-0.14524445,0.1299606,-0.08465586,-0.040032707,-0.0044315606,0.112185985,-0.017432828,-0.06296967,-0.11410175,0.109204374,-0.008842163,0.11982248,-0.028999664,0.07279363,-0.09385287,-0.036103647,0.021064661,0.017301507,0.14395183,-0.082156956
