patient_id,original_shape_LeastAxisLength,original_firstorder_10Percentile,original_firstorder_Minimum,original_gldm_DependenceVariance,wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,wavelet-LLH_gldm_DependenceVariance,wavelet-LHL_glszm_GrayLevelNonUniformity,wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,wavelet-LHH_ngtdm_Busyness,wavelet-HLL_firstorder_Skewness,wavelet-HLH_firstorder_Median,wavelet-HLH_firstorder_Skewness,wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis
LUNG1-098,115.79271315598857,-58.82263425238852,-77.68815926302192,48.583358435434064,0.2682377510697979,23.665959564216006,1291.1777686963628,0.2638287226596573,12830504508.77551,169563.33685509878,-1.132468681133898,-0.0006693712274835,0.2619981381805361,1517676806.4875157,7.371780710219226
LUNG1-099,120.05052448841136,-46.02746192307696,-88.09594943848764,54.21816724354089,0.3046487713003482,25.845242418613683,481.1919090605149,0.1608799428487178,13384549524.819445,51112.7776189181,-1.257343046775078,-0.0013471058573732,0.2950836668521334,1607994021.3748558,4.931530136585641
LUNG1-100,96.2881490635436,144.27511615234698,-76.56568260351615,50.77035178272176,0.2605127835447904,25.04418631552004,974.5139257294428,0.3231146968598948,7226389436.261905,119366.71950819914,-1.169054468178385,-0.0003285286702263,0.1594786519330287,1404325624.940352,2.3298602096807848
LUNG1-101,113.25880043835922,27.193241529477373,-79.17460712736397,57.44419268735547,0.2616064453125,27.437654948142782,225.89277566539923,0.171781578452775,7119310224.345454,132361.70765115827,-1.0934446407349814,-0.0017744154935964,0.3381874371441444,986291099.6707616,1.0035692682007205
LUNG1-102,92.3812918658499,-39.81131014608673,-79.65009498160359,56.58399737519617,0.291637101839486,24.606742125513183,1294.5669551534224,0.2037084115111601,14743070494.174755,351583.7749895402,-1.3331691892204025,-0.0022312449287342,0.2671413982558009,797274246.2810738,4.616125958625307
LUNG1-103,94.41417854512116,-35.837533973396525,-71.62078267637666,58.084286422019645,0.2727761354474604,27.63978355760846,216.8587528174305,0.1629291906967922,2533250383.185185,53918.584987998285,-0.7186174130137465,-0.0015392406928909,0.1439898909931986,110288330.38731328,3.3510418486146687
LUNG1-104,124.70132719689587,-63.00027939695923,-107.11237191340405,54.00597512169774,0.1756586145947311,25.99570069081836,158.06727629000653,0.1032444652449422,11211745489.51923,10419.710701541217,0.6968992679636098,-0.0007601438807102,-0.0205389342224131,155068924.92689514,9.37490280764376
LUNG1-105,104.3160045808952,-14.631957496277426,-65.46436616126316,44.96725408677744,0.2819267466912896,22.997748068496595,1001.935379644588,0.2023294385388909,8319247180.088235,181433.1300801334,-0.7074461552024724,5.866467384555568e-05,0.1929918007260771,2808713233.16971,4.0911392731430976
LUNG1-106,102.55084884805832,120.16664039210946,-86.59482624058101,48.64069480554812,0.2392920407576193,25.37329982532797,891.2095831710168,0.3471794246868004,10956005844.68421,142105.69057931445,-1.0063081071258857,-0.0003992228627789,0.1601071832929725,2055400679.378949,0.7023672020280863
LUNG1-107,90.84971325058773,-55.92836667823091,-86.65622416761141,59.20844855502469,0.2723360946745562,28.472106152037107,143.94368340943683,0.2190923643979251,5682609073.903846,110631.26407584516,0.1347430596931193,0.000174180211622,0.0391553836971231,749544142.3539373,6.244141445312804
LUNG1-108,113.93471436786898,-25.588244587786868,-84.80363154227572,50.99353674755617,0.2402198571564959,26.277256002227865,203.2658557775847,0.1765993534123238,12050418639.907408,166343.53073344915,-0.021336105220363,0.0002011959102234,0.0585706717109834,2043520634.414792,2.3064186449211777
LUNG1-109,113.03507415020262,-52.69216953653993,-74.99210150016647,56.44365049795558,0.2932837323428188,25.75617311667188,1287.2805662805663,0.276121957589139,8979573316.728813,40280.67023863909,-0.634415592096696,0.0003423407422313,0.1900533720504349,842598436.3778241,7.002251686482984
LUNG1-110,105.44672151590316,123.77087473989668,-110.21804816528208,51.669957280583205,0.2535129822814483,27.648761580461183,244.65737593473827,0.166320445910767,5587804652.375,125940.68653068224,-0.4837271640100989,-0.0002134958539415,0.0969757564774742,1392635428.4461362,1.876814891500203
LUNG1-111,102.6455059971558,-51.201845880479326,-82.61014690421942,58.59337435120808,0.2711641059231729,24.59136750232076,964.4037800687286,0.1380875973752475,47709791679.77273,39314.60979424805,-0.9704537225208286,0.0005437210583681,0.3312346142399394,505967372.2320888,5.7257539473936
LUNG1-112,101.99492768466908,31.093160179131257,-90.29555374720476,54.80961927756867,0.2625759677632448,27.58752903521225,238.18709677419355,0.153669094693028,5897004573.98718,142554.64254498627,-0.1872196570873776,0.0002003766884789,0.053797236103942,1292173821.0486965,1.1955274841253412
LUNG1-113,114.322029060528,-52.64503612948424,-74.29375516989667,54.30650088100236,0.274313891894791,26.098028556590386,559.4995891536565,0.2298683603753724,13302175759.085106,171717.71598611452,-0.4279148212795454,0.0001768528363065,0.1238387604827642,1530729220.3975873,6.654620343843398
LUNG1-114,107.07469965642456,-52.36461352075604,-77.28655463493394,53.140890559198006,0.2763912045852388,26.791626601510263,402.4031862745098,0.2465705798250672,11315811516.468084,153575.08085343882,-0.4777271890998524,0.0015418888912197,0.0947490357817461,1084456251.1414676,6.551245564748125
LUNG1-115,59.58244937469503,120.07752837016253,-73.37442420500022,49.67106152786403,0.3373469258931953,22.7820745673974,340.6847380410023,0.1552094478546707,3189552877.238096,53775.3130372344,0.2276753423864621,-0.0032374503604557,-0.0628048262057127,844588905.7868146,0.274766940773353
LUNG1-116,104.12842765306782,51.12633654044072,5.170844992884156,17.236707941343603,0.7520281233098972,25.94615904989964,3722.956989247312,0.8702564257240093,10540634655.4,114905.95956139344,-4.407816193828457,1.8919025314136919e-16,0.5818950198642315,6999096039.722467,26.00684679235705
LUNG1-117,87.65302044928957,-24.333697434367487,-122.4472959363018,55.57587882274298,0.2909252359964611,26.484295442688428,1009.9286569717708,0.1727850567958547,6608483054.257485,289033.95910197805,-0.7907789322554909,-0.0020148714846922,0.10152501376081,539593151.1558995,1.29886486437805
LUNG1-118,99.67629879831802,-39.15577691819491,-87.3652722101211,53.784658599662095,0.3051018696809957,25.435703431775764,1372.903863092991,0.1727575013329547,28448314961.4,469815.86442020535,-1.0715000683710845,-0.0015816853609196,0.2762578829264541,749607081.0283655,2.336644897192952
LUNG1-119,39.58367683350561,182.2504282375253,-57.37076738305792,54.32233096240276,0.197378448407255,29.149032628010737,71.53398058252426,0.1736261664624375,50429987.708333336,10225.113673946746,-0.717611645508905,0.0061023421790385,0.0326025833589994,42327473.38822115,0.2653128117970221
LUNG1-120,121.52298060498562,133.52151597462648,-83.63227429272312,50.92269659012389,0.2934946179873285,23.972815521671084,1507.6774697383837,0.2943532740605981,19068133786.860462,198398.31918826269,-0.7441513879253183,0.0015661712911687,0.1172393384174624,1926694453.1483395,1.037664715866328
LUNG1-121,70.60411861082727,-11.24825060092186,-77.47614089352142,54.42815944267237,0.1377022754045508,28.931037044427573,85.73005093378607,0.1455518691575315,54826687.02857143,734.6546446135366,-0.6719450767823746,0.0015931892549424,-0.1184004839933172,8760520.067846607,0.559236602510808
LUNG1-122,94.49573571798015,-31.259930228909624,-84.34490096729847,51.12786110283743,0.3238099424475189,24.053806725894724,2986.9937380413985,0.2597837657019828,13262620397.61062,352411.1229421177,-0.8873999182275929,-0.0021437170640488,0.191367321999393,1140301974.3364072,1.755394839951893
LUNG1-123,112.64381703230164,119.3672844125756,-135.8487966433295,47.98555695065645,0.2527743267711736,26.2759860476094,609.21613673957,0.1119676781362929,12276222479.751196,5362.479097249123,0.9691110818755386,0.0011391982300008,-0.4021386098322609,1024533026.0182683,0.5254921352469291
LUNG1-124,89.09860890430834,-31.90719015510742,-80.68712136525905,51.59079680274141,0.220941616233535,27.351101487101587,249.92601431980907,0.1491205336037047,918030120.5142856,40115.82408017336,-0.4067838051165419,-0.0014549678746098,0.1408280678830499,75292881.8918705,1.0874514856750053
LUNG1-125,118.98640008699604,-52.24153426859992,-79.47670500797857,46.89799591333053,0.2813202690190572,25.147826805860035,1254.701648783041,0.3283699682761165,12263027235.255814,159415.20338439627,-0.2288233944649306,-0.0002436963314788,0.087197430792473,1546084530.872023,5.367956432360526
LUNG1-126,95.92614294434053,-26.308731410826866,-87.6161302746751,51.75212379301139,0.2732974910394265,25.267967570026407,927.1033179336412,0.389375606020009,10884628155.0,9152.757344147229,-1.3679806124564349,-0.0007976096248612,-0.0470918877243205,1013460576.920816,2.4655204898408694
LUNG1-127,107.8751117078156,-20.18539457428644,-74.42707523927179,51.261555217818575,0.2878944251155301,25.958010968788685,890.9573690621194,0.2713024875341411,9779727249.142857,133998.12102235475,-0.2810992940683843,0.0003402050057738,-0.023288356384141,1199476229.9103289,2.320260326126869
LUNG1-129,107.11455452448423,105.61731196445324,-95.0899551708605,52.19300460769234,0.2414359504132231,26.424898705913247,657.1767104666968,0.297769238997144,7473511711.822222,127853.20949436702,-1.0830457648476408,0.0008162305697973,0.2425152294014397,1337085165.3375697,2.4904094023572982
LUNG1-130,112.71721644608552,-46.79637341086081,-82.81151889569838,48.936608134853394,0.2639153207758618,25.984512545228743,960.698559670782,0.2470932509441311,5126337576.042857,139427.29475970656,-0.5037200432003527,0.0003398280151035,0.1991187134927245,940501525.5683908,3.276812009259266
LUNG1-131,89.14986911280812,-31.386938662272943,-82.90264610493611,51.62685942501865,0.2917444234404537,24.39515563697471,2955.782412626832,0.3029396753742782,12891897843.179487,290597.3105122949,-0.9774442462520616,-0.0015286086232687,0.2216612226889245,853282272.5474082,2.978902434525922
LUNG1-132,110.31856310475048,-57.85543746933725,-82.04451327100819,50.6986840565238,0.2501419337933444,25.129742638457056,1410.4538989077978,0.3582560068345943,10650263046.954546,154068.5406522379,-0.3568671654283792,8.728224124524009e-05,0.1099405290247072,1642855625.3673306,4.93844600376315
LUNG1-133,106.95123379384398,-52.00310961818247,-77.14617643972737,52.36931997915746,0.3085146394799517,22.93927960259245,1445.5466358895444,0.1235826823877527,35368483749.14141,42739.86323921791,-1.456154731805459,-0.0001941003948444,0.2112250301479017,427866586.8955783,13.233269040387414
LUNG1-134,84.61215628676976,-50.26294555947446,-85.5222825074124,46.10757178768671,0.2857706421138572,24.287388573392512,3100.540319715808,0.2753588205786685,17485746959.716816,405603.468122686,-1.1056471364540554,-0.0025671397328367,0.2709600729579375,1200533824.4515,2.160774373120576
LUNG1-135,96.7245830824374,-20.368751422664744,-72.11414504958563,59.64500680201122,0.2613814756671899,26.73687959938525,128.45310435931307,0.1696870599198323,1241219328.0588236,39242.50252546186,-0.4557648962934467,-0.0004623847786417,0.1252897704730327,90474387.41383363,1.3743610037318246
LUNG1-136,116.30263379722952,70.81237834066442,-77.10508821549547,53.47212835993097,0.2728799568326299,24.797138815870568,639.2185551888522,0.2344035772603051,8001539687.25,153999.3637273446,-1.141821241710743,-0.0016254801249828,0.2737953251084253,1524474236.7053912,4.617292447455757
LUNG1-137,102.430625320763,-59.9886178360813,-83.4261711546434,56.89504726292052,0.2403862371394839,27.87527020516504,135.15195530726257,0.1510077712930308,1873609689.4848485,62602.12441479646,-0.337764213014985,0.0007716845881882,0.0748994831526012,258454456.06254703,5.4684334905944665
LUNG1-138,108.27093779749067,75.76994109462859,-76.85808425556598,54.19086951417441,0.2826539406339956,26.515723950887622,448.9435273675065,0.1950232525488733,15702236940.613636,43042.0730447733,-0.8528326432024418,0.0004487056782821,0.2751365728593141,1775386158.4771492,1.142085636925115
LUNG1-139,120.0571742937122,140.48484189777412,-78.25158439104291,48.590641472555575,0.2946237723928884,24.724876353191146,1777.5731448763252,0.3140588595187853,12708366026.5,205049.35500364105,-0.646171836853151,0.0010030265192,0.0523340593674267,2022619689.071068,2.26248822358502
LUNG1-140,166.74926322645237,-24.196942537243217,-81.79064987988953,56.10432288130927,0.289810781494809,24.2349111912522,1381.773454285032,0.16492879616675,8663234634.444445,297057.3693227974,-0.9636092887646046,-0.0007784525580416,0.2570917233500549,410331665.3495179,2.2971834502150488
LUNG1-141,160.20585628061585,-25.74614205295404,-76.03350241675037,49.97089019415656,0.2803886980325308,24.41422479441995,1759.7125191619823,0.1798377638387309,20629558792.736843,50553.491765685925,-0.658247791418568,-0.0011696165080125,0.1633879646398368,857200173.3349622,1.7317758808243628
LUNG1-142,148.10458517748336,-26.718560380688263,-91.94156239305848,55.987072957132426,0.3125051001646289,24.78346299392422,3225.2889215093687,0.2784983094300465,9209712774.779411,341753.42225108325,-0.9056885936421872,-0.0012932935923767,0.1708687661930662,627862343.9554284,1.3329872026192908
LUNG1-143,124.88451805574203,-45.76481587784798,-77.15596439890246,45.4002864779425,0.3027073631875634,26.50396111891655,325.3133757961783,0.2072059718446995,9734517784.307692,135347.67169504933,-0.0197639345529333,0.001526231450478,0.0114149260798337,1099587406.2077954,3.508042240240529
LUNG1-144,111.9036256238422,122.03030433384922,-84.50848422841845,49.51989252957871,0.2457594214855978,25.67116015563625,214.4775,0.268096875,6583366624.379311,150634.13747008497,-0.8450655321892715,-8.555109384986159e-05,-0.0102804853148027,1849033436.0496728,3.547781443670278
LUNG1-145,111.66573815657082,-45.49504892273618,-90.58337695236352,51.6166508067825,0.3037801703899318,24.99477060620153,3066.386927394532,0.2776015686578428,11514826662.390804,293206.92515451787,-0.6337896941220237,-0.0033789068666521,0.1824889487414342,478265260.10215634,2.252387961860628
LUNG1-146,88.91680398164327,-57.11086197873137,-89.876119846255,60.30649198011671,0.285589519650655,26.34908033589121,603.1758241758242,0.1744290989519445,13192535443.264368,299356.0461767807,-1.1697826498170285,0.0003739587120357,0.1793285829404176,433386483.3408607,7.178177457324251
LUNG1-147,89.36887590173558,-19.197387248211324,-79.87518343772727,57.556428801235775,0.2987685270186506,24.91357656921936,1749.6517139229793,0.2468122039671292,10846603147.52381,275226.2643389796,-1.054933612359187,-0.0021748289326783,0.2025659011808979,976195430.0528218,1.586104764470851
LUNG1-148,112.29032858530064,-50.02830102149701,-74.55772538387254,50.19922572729094,0.2717493351832581,25.03014576901832,898.2343096234309,0.2684501821946894,8044921369.046512,134260.75638076063,-0.5011808577946079,-4.108218367741877e-05,0.0780997596035648,992934094.0323204,4.311031447579243
LUNG1-149,70.16128175286052,99.01004303012424,-119.86363414619508,41.45309763932737,0.3959470394793478,21.651537743012245,83.94811320754717,0.1979908330366678,3529005307.55,98818.43602949436,-1.1915449260495623,-0.0009873603661471,0.2341296043970712,9291745595.591372,0.6252484073474576
LUNG1-150,113.44442634940305,125.19074405236763,-82.14499486970823,53.32139048721216,0.2576624212462417,25.52745648366379,934.2292562999386,0.2871017997233984,12932260921.11628,162074.2463474603,-1.0771688008722442,-0.0003492381906089,0.2111397065525221,1349706152.315456,0.8867131997805072
LUNG1-151,120.82096146927172,-44.67979690042125,-72.37614832690949,60.975915262977765,0.2723262528023741,24.206191410416537,1001.0211880438897,0.1893721505947577,15992646866.62963,59145.45693097407,-0.3028368839582416,0.00119711193298,0.313928842181188,1698687717.9674463,4.3786572428126185
LUNG1-152,89.61857930934464,-26.125483590765047,-66.70440723757113,56.9574665259462,0.3291748177748693,25.13207425509924,386.3925063659513,0.14055747776135,2049672472.357143,49965.56546961427,-0.660065647569018,-0.0035076607339991,0.1689772077052996,31938770.69952939,2.2511606620085884
LUNG1-153,88.81906461295502,-34.80759822347574,-66.36102644875201,57.58466876954581,0.2860401429456669,26.333820157337144,441.9365521510368,0.1367801151813794,10612887676.555555,10295.352550171976,-0.3018957228806785,0.00099709699799,0.2992059560990138,735686681.2312872,3.1261746241864032
LUNG1-154,95.89679299611558,-35.511644191436915,-67.63129299374604,53.96263900677928,0.2515426841370893,26.17122063445307,474.10717372515126,0.2048864190687775,27303419713.59677,14891.214288104527,-0.6293761502034152,0.0010730417670274,0.3032885349684431,1404291248.0167432,4.260386715134087
LUNG1-155,117.38074007345368,-29.34571280577702,-67.067145402148,54.22290872023854,0.2767208147462335,25.97902673822836,542.2664041994751,0.1779089252622949,6324651973.081081,148168.42436076677,-0.1393258926641843,0.0008579093068678,0.0991788537270286,1438594650.2663765,4.300372087305189
LUNG1-156,107.54919568184688,134.0206781340187,-77.20990387481751,47.35893272148663,0.2575419908486185,25.237239193008875,1552.352146647371,0.3744216465623181,6597843671.265306,125167.5174081517,-1.1741754106882811,-9.036036372606776e-05,0.2044656298283619,1399248876.3907795,0.7237198900820695
LUNG1-157,80.70668209247758,-41.48499829336007,-86.61840442268372,55.669528965634974,0.2919375624759708,24.6028766655852,3124.8617457527826,0.3051026894896292,16598904620.918034,295992.7124614135,-0.7784977627400066,-0.0026198221612402,0.1895870962353694,701965591.7081276,1.6563006122634365
LUNG1-158,42.62950404482509,-34.411730567482905,-63.97145179086109,50.07246497203098,0.1753327587857895,35.999370499421865,55.043010752688176,0.1972867768913554,7658392.959183673,8532.84275829862,-0.5847029579263836,0.0022329299588728,-0.0259965859069699,7180382.025,7.304546395032117
LUNG1-159,122.37038099705126,-51.76114751265992,-69.6817210893879,51.37238755739425,0.2802537431114522,25.670302839986068,552.3313069908814,0.1678818562282314,13380039773.74648,207992.799963384,-0.7167859065988996,0.0004701911128478,0.1147003214330585,1696253968.7242644,5.703125666940929
LUNG1-160,116.04427635934854,-41.545247135263175,-64.90389217629938,53.12058145903762,0.2542592930029154,24.198505422144883,1035.397024442083,0.2200631295307296,43399783104.84931,20806.965781833936,-0.4200631736845974,0.0012022143102839,0.3081974389778496,2032470389.859012,6.194335542221356
LUNG1-161,86.91960024058358,-52.88079730606624,-94.5130145647772,51.87174577744874,0.2868608511125395,24.20655181623876,5826.3246670490025,0.3712690159337923,18106256641.6044,376400.2361578784,-1.2741894923061012,-0.0013133891677149,0.2967796062117783,1153573455.7403054,2.708378953866447
LUNG1-162,125.55686529302824,113.90575864563824,-73.05010858926107,53.86400360015294,0.3059456143545898,23.91165561104826,1224.5742038854396,0.2452582022602522,14270388994.666666,182458.1986053568,-0.7453858425254739,0.0003479316748447,0.2008782641598506,1850639838.2251043,3.604081826162594
LUNG1-163,132.64913593913025,-14.517905528889017,-83.93995086254282,51.67788339515104,0.3127723537987855,25.32626094928953,1806.6942468488703,0.2254703914699701,7305445106.813953,235263.0851194104,-0.8222647617322733,-0.0024708003157182,0.1589632111767646,353611505.20075446,0.7360484095476983
LUNG1-164,111.5972989461364,126.55433371410312,-89.20998070555997,52.14444411425357,0.222641010381538,28.14109418085704,121.5207100591716,0.1797643639928574,4994128157.345454,110113.60715426791,-0.6591459871180104,-0.0006235168640964,0.1501608633203339,1367551955.5620809,2.2994341975154624
LUNG1-165,112.08250291020155,-2.83598809905841,-65.09914236600557,55.73908661350136,0.2249903295326862,24.46065528148319,968.965744400527,0.2127724515591846,25964355621.5283,25493.8742947935,-0.8074269739315367,7.279269337552227e-05,0.3620219722314981,1783326695.554891,2.557688052349995
LUNG1-166,116.63629958342833,-53.31286051756035,-85.11294505754626,49.52387173578683,0.2464176408106939,25.92086510060565,246.6870026525199,0.1635855455255437,14515254363.345455,189457.59104991067,-0.5264193688093711,0.0011393251771636,0.1210359781104373,4223113703.165398,4.292202803864404
LUNG1-167,123.2270147921608,-47.01713719096017,-78.5370140771948,54.79630042824456,0.2627392821046664,25.988005165521592,327.90277078085643,0.1651903127359478,16255131910.450705,220838.8511241552,0.0240826985732311,0.0007886999394888,0.1646682673451663,2499406020.5024133,6.5708337344811705
LUNG1-168,120.17783063768805,64.84231576557764,-73.67328372678598,48.7840301449216,0.2575852898281335,26.107128902819824,176.0806451612903,0.1775006503642039,7336752887.38,132172.9504583235,-0.6680352814639146,0.0002553292402734,0.0794652745635209,1838479346.27444,5.5960127390742125
LUNG1-169,109.958424204794,-34.77718792686342,-71.1072354216192,57.6148887299559,0.3066984164033324,25.01048210669268,1375.0951359084406,0.245903994261166,12832455621.578123,190453.6019213228,-0.7672777926199599,-0.0014779739216994,0.2171431828629523,1294382854.8732548,10.065369994290364
LUNG1-170,120.6246031258786,89.04312328868617,-100.61216526844782,47.74422554750739,0.2467296689324661,23.64571498333209,4538.423813029076,0.4175951244966025,15512584726.257145,230905.0868242448,-0.6269820034699974,-0.0010781729979789,0.1266103146824827,3299088892.5016966,0.5635484557396139
LUNG1-171,125.17772608462889,-50.71677009032917,-73.65797769329957,45.7633524386621,0.2729928191813055,25.387525557923105,1188.4567112144102,0.34528085741267,11538450156.23913,158688.95040532883,-0.4947989267466815,-0.0011159794792138,0.1476958131607524,1600852217.556976,4.174427636048216
LUNG1-172,113.20156305712368,-26.092658450487267,-67.98521020597099,62.12030546105418,0.2754009326792895,22.41672267912366,1174.136936204795,0.1590324984701063,14843644746.819277,246855.93004517548,-0.966520241669736,0.0003826622429513,0.3272225018322173,2321106263.199018,3.0951179511001534
LUNG1-173,107.04850727368816,161.3350079490971,-72.45005094298891,53.22753320996242,0.2668033316115702,26.55437228878624,554.5706907682376,0.1790092610614065,15824989118.907692,24755.91275198505,-0.7652429563334113,-0.0009501330669536,0.1640437951308694,1415659658.0074434,0.5948626975547044
LUNG1-174,109.36693872883164,-36.42394497955194,-72.41466712991632,51.04860170276116,0.29841344677865,24.133389247180386,473.3998223011995,0.2103064514887603,22628208945.23077,212675.9152951678,-0.2899123921445939,-0.0006594240717927,0.1420394111334444,2215068545.5327177,5.346782252887531
LUNG1-175,114.20953621967828,134.65748858821786,-73.59118774021358,52.27120615006802,0.2880497777777778,24.466711615291924,778.2104109589042,0.2132083317695627,11185421265.212122,184817.6457502463,-0.9571713478872512,0.0003458835065558,0.2098518436468372,1805573785.82194,0.6499051572377567
LUNG1-176,92.48582953197048,145.6225490822896,-73.98356759435433,48.15571890805825,0.2683689011046725,25.80380714292488,845.5165257494235,0.3249487032088484,5031605668.555555,103387.81519392424,-1.0094857823276342,-0.0011537585526641,0.2534918508561924,1321415226.909976,0.5935406457258184
LUNG1-177,112.95704035307944,-9.216101120911246,-60.29360117830764,54.52704959071794,0.2704985822306238,26.27413241604088,324.4469525959368,0.1830964743769395,5740425868.384615,35135.765034026284,-1.1895287212261143,0.0008574102519493,0.2371954893384678,1463922669.5246832,4.220703401254377
LUNG1-178,112.56424667252097,-50.66864328828849,-79.09412656384977,48.63333918847994,0.2545481481481481,24.93944553451191,697.0966037735849,0.2630553221787113,8034417815.571428,159919.40216431135,-0.0647205002533931,-0.0012854674020077,0.0480426891232103,1389077077.644303,4.599219446149668
LUNG1-179,82.95732468064926,28.61341190762532,-75.96740728897869,57.93908241179324,0.3131547733295038,24.910009238497047,779.9673858504767,0.1956767149649966,5337850473.525641,40629.90299525037,-0.4506312074695801,-0.000786790701901,0.0911923748288647,1532302771.1100335,0.4318152784528121
LUNG1-180,113.39545920939102,81.59972009104335,-92.60706428458715,41.912988515138615,0.264959420153875,23.27586767196616,4519.894690108329,0.4013403205565911,18931546106.55556,181775.4776370621,-0.3899850062591856,-0.0002706115326974,0.0263738959326941,1914343051.965325,1.304885990972495
LUNG1-181,116.36975784980612,-60.04316335638906,-89.73418904636173,59.60913365586818,0.2827578157349417,26.987531491484315,1162.314807765512,0.2212247445309311,11844487841.491804,192982.178001792,-0.3469950215918366,0.0001824707115694,-0.051708015390083,827412406.2693291,3.517766057431141
LUNG1-182,113.313124489351,-59.93708604966277,-75.8067841199962,51.7207867372673,0.2599991055589511,26.77768634799329,137.08805031446542,0.1724377991376923,9881414464.38889,148412.91144797718,-2.164110756957044,0.0018669376809645,0.0908534544213762,562101359.9417413,26.076842039229465
LUNG1-183,111.263914090576,-53.72104925409536,-72.05219940919895,50.96633609353341,0.2513874510794092,24.58614012381388,509.4603621730382,0.2050142302507196,9520777139.040815,149900.44136955545,-0.8897542817994489,0.0009135834709148,0.012490661307399,2547420264.9571505,7.199260605029701
LUNG1-184,124.63000297126736,-48.56315373773116,-69.89910749647548,53.69981446950155,0.265193270107275,25.1085874113591,472.4808454425364,0.1560372673191996,12012454130.103449,244617.2630583655,-0.7978046548581529,0.0009303536417626,0.253556192035007,2214833055.9587326,8.40728440395763
LUNG1-185,129.15589069978083,-54.08015828850687,-74.23406852471551,55.74052513774704,0.2885319514286708,26.601139321201725,377.1701477330616,0.1921396575308515,10898009455.0,180705.7436905802,-0.7328392664613175,-0.0001331735232507,0.2283913874824703,1596747858.6290948,7.617048994313408
LUNG1-186,91.07164632681162,124.97763522428284,-80.44143046217364,47.42476089677542,0.2632624229643128,24.835588630233048,2410.35074875208,0.4010566969637404,4296425120.152174,111176.03154284752,-0.445099745726825,-0.0009883850188276,0.1282268790605487,866339326.8552549,1.5967828659056884
LUNG1-187,88.49260720732948,-5.5257419051062895,-74.92539278570885,55.68576088952018,0.2999160959518089,25.68252214824554,920.2184466019418,0.2233539918936752,5863913845.256098,199997.5652805592,-0.8463207794104886,-0.0007276375675089,0.2052262097764568,378597931.3473381,1.1595911945236832
LUNG1-188,86.77313169400648,-22.20376928684541,-86.91401284500408,49.04906479558856,0.3228227648967589,24.04368379003327,3367.6656797004266,0.2932740294087282,13737530624.40404,341273.60986124206,-0.9407478479582708,-0.0023255676966792,0.2581827921181691,799978286.0458717,2.5131968986029616
LUNG1-189,103.30496648193582,122.09486014782604,-91.89154272380368,48.58145365981972,0.2654151426216947,23.37576391971801,3217.1330254041573,0.3714934209473622,10122478689.6,135642.5716213566,-0.6184854035644558,0.0006102352245205,0.1207394507651608,1334892269.8814611,0.3215374544762846
LUNG1-190,103.61391248222203,74.83437214713888,-79.41250495903675,54.85262997741808,0.2381207081699575,25.471341314706105,1266.4670380687094,0.2939802781032287,3354187690.8405795,120209.6406632241,-0.8499272602346882,-0.0004038000100964,0.1734297497106721,726371360.4539524,6.445134761968909
LUNG1-191,115.5913633278721,-43.286392098813145,-70.03747294248174,53.59788153488634,0.2876951948982327,24.33347159144886,1288.5911139729556,0.2074357878256528,16280625535.178082,235446.4660056715,-0.489187312524226,0.0004948985414166,0.1375046298610673,1619276680.7833033,6.640853106915949
LUNG1-192,116.6519793305985,-61.18604256422763,-80.0588401785848,54.06329329356299,0.2596819526627218,23.762027064222536,2268.603606453654,0.358842709024621,3726849809.103896,118877.12698079228,-0.4342402155459087,-0.0014906795614897,0.0547270820285303,664196456.2397599,5.671528194390681
LUNG1-193,112.69523938959948,123.8449397216728,-80.53777381488187,54.53929467615824,0.2321669051426647,27.03711947993333,759.5288184438041,0.2736054821483444,5963941092.791667,129021.1542303619,-0.8913828301075988,0.0013293362886906,0.1164394112204783,1233585968.451003,0.4688737371393377
LUNG1-194,109.44124452661424,-55.7417744036645,-81.48760842451885,50.56777042970782,0.2481727453571598,26.67215496930916,1947.050705118048,0.3085169870255186,7527062388.703704,167640.91162999926,-0.3710688915483772,0.0005288593071898,0.1031497626165682,615319908.9109014,10.472148005669666
LUNG1-195,68.17237344956129,-33.14780792676727,-81.20927425491772,48.91472600794757,0.3347100628718226,24.955333327952577,2030.2620540019288,0.2447278271458448,7003026072.195652,230417.0937818567,-0.8495295119790642,-0.0024901134268052,0.204182216767199,528691432.6375138,1.164551047330862
LUNG1-196,102.41857495053378,33.31803002606803,-75.9869415816089,48.06874303352452,0.3219677334236593,26.03079513615852,2121.442415944013,0.3227510141402728,5329668058.714286,114965.66670618996,-0.4359266647206091,-0.0015699324226792,0.1534382548855631,407672805.7343863,0.282777194658086
LUNG1-197,111.85251015987016,-49.862562665011296,-70.22671596008394,56.2608654771752,0.2450432352170495,24.867429214303368,189.05003474635163,0.1313759796708489,23159383715.339287,13979.020758837296,-3.443940864312092,-8.104177771498314e-05,-0.2364729627721772,128575573.28316136,50.55998476105126
LUNG1-198,125.94711241546274,-63.55243775216023,-93.93253532166015,52.20690581815992,0.2550085331491574,23.9691109052542,3117.166175024582,0.3831325190541522,12732177170.69697,147591.70901798093,-0.3597822298571747,0.0006246465353967,0.0046759941450553,1080457493.4833183,6.983451861432694
